Date,Open,High,Low,Close,Adj Close,Volume,DMA,Signal,Buy_signal,Sell_signal
2014-11-06,339.458008,352.966003,338.424011,349.290009,349.290009,18797000,-12.079876242772059,-12.401498425071585,349.290009,
2014-11-07,349.817993,352.731995,341.776001,342.415009,342.415009,16834200,-11.202868278045173,-12.161772395666304,,
2014-11-08,342.153992,347.032013,342.153992,345.488007,345.488007,8535470,-10.14294631960621,-11.758007180454287,,
2014-11-09,345.376007,363.626007,344.255005,363.264008,363.264008,24205600,-7.778905431147109,-10.962186830592852,,
2014-11-10,362.265015,374.81601,357.561005,366.924011,366.924011,30450100,-5.546122097668956,-9.878973884008074,,
2014-11-11,365.856995,371.309998,363.734985,367.695007,367.695007,15838900,-3.6720828010958257,-8.637595667425625,,
2014-11-12,367.984985,429.717987,367.984985,423.561005,423.561005,45783200,2.2945755515025326,-6.451161423639994,,
2014-11-13,427.27301,457.092987,401.122986,420.734985,420.734985,58945000,6.717721377025384,-3.817384863506919,,
2014-11-14,418.416992,419.252014,384.789001,397.817993,397.817993,29589200,8.278457674776575,-1.39821635585022,,
2014-11-15,399.649994,405.528015,371.007996,376.132996,376.132996,15727500,7.677058059911872,0.4168385273021984,,
2014-11-16,374.730011,390.799011,374.60199,387.881989,387.881989,11905600,8.055629791172692,1.944596780076297,,
2014-11-17,388.348999,410.199005,377.502014,387.40799,387.40799,41518800,8.222617639981934,3.2002009520574246,,
2014-11-18,387.785004,392.402008,371.117004,375.197998,375.197998,32222500,7.285727075487898,4.01730617674352,,
2014-11-19,373.895996,386.480988,373.895996,380.554993,380.554993,18931800,6.896006410138,4.593046223422416,,
2014-11-20,380.307007,382.024994,356.781006,357.839996,357.839996,25233200,4.700060186172834,4.6144490159725,,
2014-11-21,357.878998,357.878998,344.112,350.847992,350.847992,29850100,2.3682608575827544,4.165211384294551,,350.847992
2014-11-22,351.604004,364.841003,350.877991,352.920013,352.920013,15273000,0.6796532484870568,3.4680997571330527,,
2014-11-23,353.174988,370.845001,353.174988,367.572998,367.572998,15151600,0.5178238311216319,2.8780445719307686,,
2014-11-24,366.947998,387.209015,366.669006,376.901001,376.901001,30930100,1.1292474747114625,2.5282851524869074,,
2014-11-25,376.885986,394.700989,374.783997,375.347992,375.347992,25442200,1.4715274179831113,2.3169336055861485,,
2014-11-26,376.019012,377.697998,365.81601,368.369995,368.369995,18601700,1.1662765881476957,2.086802202098458,,
2014-11-27,370.502014,373.992004,368.282013,369.670013,369.670013,8748030,1.0175341933974664,1.8729486003582598,,
2014-11-28,369.373993,382.838013,358.454987,376.446991,376.446991,22946500,1.4300159275003352,1.784362065786675,,
2014-11-29,376.152008,387.601013,372.144989,375.490997,375.490997,15375600,1.6606272698601288,1.7596151066013659,,
2014-11-30,375.51001,382.527008,373.30899,378.046997,378.046997,9194440,2.02627858059941,1.8129478014009748,378.046997,
2014-12-01,378.248993,383.661987,376.669006,379.244995,379.244995,11763000,2.385232825986691,1.927404806318118,,
2014-12-02,379.25,384.037994,377.863007,381.315002,381.315002,12364100,2.804411407689088,2.102806126592312,,
2014-12-03,381.721985,383.026001,374.346008,375.01001,375.01001,13340100,2.597906246257196,2.2018261505252887,,
2014-12-04,375.717987,378.654999,367.759003,369.604004,369.604004,14529600,1.9752603420440664,2.1565129888290446,,369.604004
2014-12-05,369.441986,379.191986,365.756012,376.854004,376.854004,15181800,2.0432698433922383,2.1338643597416835,,
2014-12-06,376.756989,378.447998,370.945007,374.785004,374.785004,7009320,1.9082200812759993,2.0887355040485467,,
2014-12-07,374.835999,376.291992,373.274994,375.095001,375.095001,6491650,1.8053948707145082,2.032067377381739,,
2014-12-08,374.964996,376.028992,361.885986,361.908997,361.908997,18898700,0.6523845448248267,1.7561308108703564,,
2014-12-09,361.894989,363.066986,344.950989,352.218994,352.218994,32915500,-1.0313973976223565,1.198625169171814,,
2014-12-10,352.204987,352.384003,346.36499,346.36499,346.36499,16427700,-2.805832031760474,0.3977337289853564,,
2014-12-11,344.339996,361.356995,338.763,350.506012,350.506012,32431300,-3.833745365837217,-0.4485620899791583,,
2014-12-12,350.833008,352.983002,349.290985,352.541992,352.541992,16989800,-4.432986805745429,-1.2454470331324126,,
2014-12-13,352.381012,352.381012,346.588013,347.376007,347.376007,11675900,-5.264060961733321,-2.049169818852594,,
2014-12-14,346.72699,353.31601,345.417999,351.631989,351.631989,12415200,-5.515689602900636,-2.7424737756622024,,
2014-12-15,351.360992,351.815002,344.93399,345.345001,345.345001,17264200,-6.151503796374811,-3.424279779804724,,
2014-12-16,345.673004,345.859009,327.062012,327.062012,327.062012,30864900,-8.03801826936592,-4.3470274777169635,,
2014-12-17,326.855011,333.95401,315.152008,319.776001,319.776001,37567900,-10.005675577044258,-5.478757097582422,,
2014-12-18,319.785004,323.709015,304.231995,311.395996,311.395996,39173000,-12.101753062239027,-6.803356290513743,,
2014-12-19,311.178986,318.53299,306.769012,317.842987,317.842987,23823100,-13.091777416027128,-8.06104051561642,,
2014-12-20,317.618988,330.325012,316.044006,329.955994,329.955994,20856700,-12.751963716960518,-8.999225155885242,,
2014-12-21,329.542999,329.628998,318.903015,320.842987,320.842987,15207600,-13.06736991037593,-9.81285410678338,,
2014-12-22,321.067993,334.117004,320.424988,331.885986,331.885986,22315100,-12.284644131309676,-10.30721211168864,,
2014-12-23,332.016998,336.286987,329.60199,334.571991,334.571991,16574200,-11.317133288664536,-10.50919634708382,,
2014-12-24,334.38501,334.740997,321.356995,322.533997,322.533997,15092300,-11.390437610937795,-10.685444599854616,,
2014-12-25,322.286011,322.670013,316.958008,319.007996,319.007996,9883640,-11.599340648491705,-10.868223809582034,,
2014-12-26,319.152008,331.424011,316.627014,327.924011,327.924011,16410500,-10.919575841464166,-10.87849421595846,,
2014-12-27,327.583008,328.911011,312.630005,315.863007,315.863007,15185200,-11.224688339189413,-10.947733040604652,,
2014-12-28,316.160004,320.028015,311.078003,317.239014,317.239014,11676600,-11.226052975991934,-11.003397027682109,,
2014-12-29,317.700989,320.266998,312.307007,312.670013,312.670013,12302500,-11.463668620484043,-11.095451346242497,,
2014-12-30,312.718994,314.80899,309.372986,310.737,310.737,12528300,-11.673395092715907,-11.211040095537179,,
2014-12-31,310.914001,320.192993,310.210999,320.192993,320.192993,13942900,-10.950356333436446,-11.158903343117032,320.192993,
2015-01-01,320.434998,320.434998,314.002991,314.248993,314.248993,8036550,-10.733247831625647,-11.073772240818755,,
2015-01-02,314.07901,315.838989,313.565002,315.032013,315.032013,7860650,-10.3783692295616,-10.934691638567324,,
2015-01-03,314.846008,315.149994,281.082001,281.082001,281.082001,33054400,-12.690321490285612,-11.285817608910982,,281.082001
2015-01-04,281.145996,287.230011,257.612,264.195007,264.195007,55629100,-15.704171683271284,-12.169488423783042,,
2015-01-05,265.084015,278.341003,265.084015,274.473999,274.473999,43962800,-17.066508835231332,-13.148892506072702,,
2015-01-06,274.610992,287.553009,272.696014,286.188995,286.188995,23245700,-17.004847278103398,-13.920083460478843,,
2015-01-07,286.076996,298.753998,283.07901,294.337006,294.337006,24866800,-16.112765724477754,-14.358619913278625,,
2015-01-08,294.13501,294.13501,282.174988,283.348999,283.348999,19982500,-16.106756339449362,-14.708247198512773,,
2015-01-09,282.382996,291.114014,280.53299,290.40799,290.40799,18718600,-15.355384959846447,-14.83767475077951,,
2015-01-10,287.303009,288.127014,273.966003,274.79599,274.79599,15264300,-15.837115246939959,-15.0375628500116,,
2015-01-11,274.608002,279.638,265.039001,265.660004,265.660004,18200800,-16.762855919199126,-15.382621463849105,,
2015-01-12,266.145996,272.203003,265.200012,267.79599,267.79599,18880300,-17.12672957502383,-15.731443086084052,,
2015-01-13,267.394012,268.277008,219.906006,225.860992,225.860992,72843904,-20.561881372891946,-16.697530743445633,,
2015-01-14,223.893997,223.893997,171.509995,178.102997,178.102997,97638704,-26.828670771530597,-18.723758749062625,,
2015-01-15,176.897003,229.067001,176.897003,209.843994,209.843994,81773504,-28.900763322925144,-20.75915966383513,,
2015-01-16,209.070007,221.591003,199.770996,208.097,208.097,38421000,-30.334205574611218,-22.67416884599035,,
2015-01-17,207.834,211.731003,194.875,199.259995,199.259995,23469700,-31.81653018120727,-24.502641113033736,,
2015-01-18,200.050003,218.695007,194.505997,210.339005,210.339005,30085100,-31.73151840368334,-25.94841657116366,,
2015-01-19,211.470993,216.727997,207.317993,214.860992,214.860992,18658300,-30.942572681649693,-26.947247793260868,,
2015-01-20,212.906998,215.240997,205.153,211.315002,211.315002,24051100,-30.254701900208516,-27.6087386146504,,
2015-01-21,211.378006,227.787994,211.212006,226.897003,226.897003,29924600,-28.12798024637044,-27.712586940994406,,
2015-01-22,227.322006,237.018997,226.434006,233.406006,233.406006,33544600,-25.621961842407615,-27.294461921277048,233.406006,
2015-01-23,233.516998,234.845001,225.195999,232.878998,232.878998,24621700,-23.408609465030395,-26.51729143002772,,
2015-01-24,232.699997,248.210007,230.022003,247.847,247.847,24782500,-20.213708047255864,-25.25657475347335,,
2015-01-25,247.352005,255.074005,243.889999,253.718002,253.718002,33582700,-17.011882468688867,-23.607636296516453,,
2015-01-26,254.078995,309.384003,254.078995,273.472992,273.472992,106794000,-12.733565420310867,-21.432822121275336,,
